week_start_date,region,ili_rate,positive_cases,flu_activity_level
2021-01-18,East,6.71,299,High
2021-01-25,East,6.49,351,High
2021-02-01,East,5.42,294,Medium
2021-02-08,East,5.37,262,Medium
2021-02-15,East,4.86,212,Medium
2021-02-22,East,4.23,174,Medium
2021-03-01,East,3.8,163,Medium
2021-03-08,East,3.21,160,Medium
2021-03-15,East,2.93,133,Low
2021-03-22,East,2.7,109,Low
2021-03-29,East,2.43,103,Low
2021-04-05,East,2.37,96,Low
2021-04-12,East,2.63,114,Low
2021-04-19,East,2.91,120,Low
2021-04-26,East,2.07,97,Low
2021-05-03,East,2.36,117,Low
2021-05-10,East,1.99,89,Low
2021-05-17,East,2.22,87,Low
2021-05-24,East,2.27,114,Low
2021-05-31,East,2.45,128,Low
2021-06-07,East,2.44,124,Low
2021-06-14,East,2.38,102,Low
2021-06-21,East,2.53,139,Low
2021-06-28,East,2.08,108,Low
2021-07-05,East,2.45,123,Low
2021-07-12,East,2.65,139,Low
2021-07-19,East,2.08,79,Low
2021-07-26,East,1.78,78,Low
2021-08-02,East,2.75,113,Low
2021-08-09,East,1.99,78,Low
2021-08-16,East,2.2,117,Low
2021-08-23,East,2.64,144,Low
2021-08-30,East,2.06,83,Low
2021-09-06,East,2.72,131,Low
2021-09-13,East,2.15,85,Low
2021-09-20,East,2.11,82,Low
2021-09-27,East,1.98,108,Low
2021-10-04,East,2.15,107,Low
2021-10-11,East,2.59,128,Low
2021-10-18,East,2.2,115,Low
2021-10-25,East,2.75,104,Low
2021-11-01,East,2.4,129,Low
2021-11-08,East,2.43,112,Low
2021-11-15,East,2.1,81,Low
2021-11-22,East,2.81,141,Low
2021-11-29,East,2.65,107,Low
2021-12-06,East,2.64,109,Low
2021-12-13,East,2.33,110,Low
2021-12-20,East,4.28,209,Medium
2021-12-27,East,4.64,219,Medium
2022-01-03,East,7.38,299,High
2022-01-10,East,6.9,351,High
2022-01-17,East,11.81,633,Very High
2022-01-24,East,11.01,592,Very High
2022-01-31,East,9.7,369,Very High
2022-02-07,East,8.68,346,Very High
2022-02-14,East,7.48,329,High
2022-02-21,East,7.31,376,High
2022-02-28,East,6.81,275,High
2022-03-07,East,6.52,249,High
2022-03-14,East,5.05,220,Medium
2022-03-21,East,4.72,244,Medium
2022-03-28,East,4.3,214,Medium
2022-04-04,East,4.26,220,Medium
2022-04-11,East,3.76,155,Medium
2022-04-18,East,3.97,183,Medium
2022-04-25,East,3.71,148,Medium
2022-05-02,East,3.87,153,Medium
2022-05-09,East,3.71,149,Medium
2022-05-16,East,4.15,177,Medium
2022-05-23,East,4.19,182,Medium
2022-05-30,East,4.07,193,Medium
2022-06-06,East,3.73,160,Medium
2022-06-13,East,3.53,167,Medium
2022-06-20,East,4.19,216,Medium
2022-06-27,East,3.96,182,Medium
2022-07-04,East,3.33,158,Medium
2022-07-11,East,4.01,185,Medium
2022-07-18,East,4.08,210,Medium
2022-07-25,East,3.43,148,Medium
2022-08-01,East,4.15,160,Medium
2022-08-08,East,3.47,173,Medium
2022-08-15,East,3.7,170,Medium
2022-08-22,East,3.47,145,Medium
2022-08-29,East,3.66,186,Medium
2022-09-05,East,3.54,142,Medium
2022-09-12,East,4.32,207,Medium
2022-09-19,East,3.88,194,Medium
2022-09-26,East,3.8,197,Medium
2022-10-03,East,4.36,205,Medium
2022-10-10,East,4.34,172,Medium
2022-10-17,East,3.83,147,Medium
2022-10-24,East,4.06,160,Medium
2022-10-31,East,3.76,183,Medium
2022-11-07,East,3.93,177,Medium
2022-11-14,East,3.59,162,Medium
2022-11-21,East,4.11,206,Medium
2022-11-28,East,4.37,202,Medium
2022-12-05,East,4.3,234,Medium
2022-12-12,East,3.98,184,Medium
2022-12-19,East,7.21,277,High
2022-12-26,East,7.42,322,High
2023-01-02,East,5.58,306,High
2023-01-09,East,4.78,185,Medium
2023-01-16,East,8.58,329,Very High
2023-01-23,East,9.03,354,Very High
2023-01-30,East,8.08,435,Very High
2023-02-06,East,7.18,348,High
2023-02-13,East,6.45,252,High
2023-02-20,East,5.05,200,Medium
2023-02-27,East,4.51,195,Medium
2023-03-06,East,4.38,198,Medium
2023-03-13,East,4.0,206,Medium
2023-03-20,East,3.11,162,Medium
2023-03-27,East,3.44,180,Medium
2023-04-03,East,3.22,134,Medium
2023-04-10,East,3.49,149,Medium
2023-04-17,East,3.23,135,Medium
2023-04-24,East,3.66,160,Medium
2023-05-01,East,2.95,156,Low
2023-05-08,East,2.68,125,Low
2023-05-15,East,3.62,188,Medium
2023-05-22,East,3.19,126,Medium
2023-05-29,East,3.04,150,Medium
2023-06-05,East,2.77,132,Low
2023-06-12,East,2.94,131,Low
2023-06-19,East,2.92,116,Low
2023-06-26,East,2.66,115,Low
2023-07-03,East,2.31,101,Low
2023-07-10,East,2.91,134,Low
2023-07-17,East,3.32,163,Medium
2023-07-24,East,3.51,153,Medium
2023-07-31,East,3.4,163,Medium
2023-08-07,East,3.43,149,Medium
2023-08-14,East,2.69,131,Low
2023-08-21,East,3.15,143,Medium
2023-08-28,East,3.25,125,Medium
2023-09-04,East,3.27,133,Medium
2023-09-11,East,3.03,137,Medium
2023-09-18,East,3.1,166,Medium
2023-09-25,East,3.77,204,Medium
2023-10-02,East,3.39,178,Medium
2023-10-09,East,3.23,153,Medium
2023-10-16,East,3.3,163,Medium
2023-10-23,East,2.9,156,Low
2023-10-30,East,3.28,139,Medium
2023-11-06,East,3.1,154,Medium
2023-11-13,East,3.35,129,Medium
2023-11-20,East,2.82,151,Low
2023-11-27,East,3.32,132,Medium
2023-12-04,East,2.94,144,Low
2023-12-11,East,3.32,173,Medium
2023-12-18,East,6.18,330,High
2023-12-25,East,5.95,308,High
2024-01-01,East,6.33,267,High
2024-01-08,East,6.0,238,High
2024-01-15,East,10.26,413,Very High
2024-01-22,East,9.66,376,Very High
2024-01-29,East,9.13,383,Very High
2024-02-05,East,7.5,385,High
2024-02-12,East,7.43,389,High
2024-02-19,East,6.58,288,High
2024-02-26,East,5.48,245,Medium
2024-03-04,East,5.01,235,Medium
2024-03-11,East,4.14,219,Medium
2024-03-18,East,4.26,221,Medium
2024-03-25,East,3.58,169,Medium
2024-04-01,East,2.75,116,Low
2024-04-08,East,4.04,191,Medium
2024-04-15,East,3.18,138,Medium
2024-04-22,East,3.48,167,Medium
2024-04-29,East,3.56,146,Medium
2024-05-06,East,3.64,161,Medium
2024-05-13,East,3.48,152,Medium
2024-05-20,East,3.57,181,Medium
2024-05-27,East,3.38,175,Medium
2024-06-03,East,2.95,140,Low
2024-06-10,East,3.46,133,Medium
2024-06-17,East,3.68,189,Medium
2024-06-24,East,3.13,166,Medium
2024-07-01,East,3.54,182,Medium
2024-07-08,East,4.12,212,Medium
2024-07-15,East,3.44,147,Medium
2024-07-22,East,3.46,177,Medium
2024-07-29,East,2.92,126,Low
2024-08-05,East,3.09,168,Medium
2024-08-12,East,3.19,145,Medium
2024-08-19,East,3.67,165,Medium
2024-08-26,East,3.15,142,Medium
2024-09-02,East,2.82,150,Low
2024-09-09,East,3.61,171,Medium
2024-09-16,East,3.22,160,Medium
2024-09-23,East,2.94,139,Low
2024-09-30,East,3.71,188,Medium
2024-10-07,East,3.34,169,Medium
2024-10-14,East,3.64,169,Medium
2024-10-21,East,2.92,111,Low
2024-10-28,East,2.7,130,Low
2024-11-04,East,3.51,182,Medium
2024-11-11,East,3.08,156,Medium
2024-11-18,East,3.51,184,Medium
2024-11-25,East,3.51,167,Medium
2024-12-02,East,3.47,169,Medium
2024-12-09,East,3.84,182,Medium
2024-12-16,East,7.9,409,High
2024-12-23,East,6.9,294,High
2024-12-30,East,7.13,356,High
2025-01-06,East,6.1,332,High
2025-01-13,East,11.33,575,Very High
2025-01-20,East,10.37,424,Very High
2025-01-27,East,9.77,498,Very High
2025-02-03,East,8.94,471,Very High
2025-02-10,East,8.75,389,Very High
2025-02-17,East,7.13,323,High
2025-02-24,East,6.65,269,High
2025-03-03,East,5.4,249,Medium
2025-03-10,East,4.79,183,Medium
2025-03-17,East,4.01,163,Medium
2025-03-24,East,4.94,254,Medium
2025-03-31,East,4.57,219,Medium
2025-04-07,East,4.01,173,Medium
2025-04-14,East,3.78,178,Medium
2025-04-21,East,3.85,160,Medium
2025-04-28,East,3.33,153,Medium
2025-05-05,East,3.95,216,Medium
2025-05-12,East,4.25,222,Medium
2025-05-19,East,4.26,202,Medium
2025-05-26,East,3.22,150,Medium
2025-06-02,East,4.15,213,Medium
2025-06-09,East,3.31,177,Medium
2025-06-16,East,3.02,140,Medium
2025-06-23,East,4.16,193,Medium
2025-06-30,East,3.59,147,Medium
2025-07-07,East,4.11,212,Medium
2025-07-14,East,4.07,188,Medium
2025-07-21,East,4.02,173,Medium
2025-07-28,East,3.8,153,Medium
2025-08-04,East,3.34,152,Medium
2025-08-11,East,3.67,163,Medium
2025-08-18,East,4.27,180,Medium
2025-08-25,East,4.12,161,Medium
2025-09-01,East,3.68,189,Medium
2025-09-08,East,3.68,184,Medium
2025-09-15,East,3.99,205,Medium
2025-09-22,East,3.82,176,Medium
2025-09-29,East,3.7,159,Medium
2025-10-06,East,3.96,172,Medium
2025-10-13,East,3.94,155,Medium
2025-10-20,East,3.55,194,Medium
2025-10-27,East,3.89,176,Medium
2025-11-03,East,3.92,157,Medium
2025-11-10,East,3.77,157,Medium
2025-11-17,East,3.51,133,Medium
2025-11-24,East,3.65,154,Medium
2025-12-01,East,3.44,144,Medium
2025-12-08,East,3.9,169,Medium
2025-12-15,East,6.99,371,High
2025-12-22,East,7.96,396,High
2025-12-29,East,7.59,309,High
2026-01-05,East,7.37,401,High
2026-01-12,East,7.02,300,High
2026-01-19,East,12.01,627,Very High
2026-01-26,East,10.91,518,Very High
2026-02-02,East,9.79,483,Very High
2026-02-09,East,8.69,358,Very High
2026-02-16,East,8.32,452,Very High
2026-02-23,East,6.56,295,High
2026-03-02,East,5.78,225,High
2026-03-09,East,5.78,240,High
2026-03-16,East,5.27,247,Medium
2026-03-23,East,4.53,174,Medium
2026-03-30,East,4.58,187,Medium
2026-04-06,East,4.48,227,Medium
2026-04-13,East,3.7,165,Medium
2026-04-20,East,4.57,240,Medium
2026-04-27,East,4.31,179,Medium
2026-05-04,East,4.22,174,Medium
2026-05-11,East,4.29,169,Medium
2026-05-18,East,4.16,187,Medium
2026-05-25,East,4.02,156,Medium
2026-06-01,East,3.37,180,Medium
2026-06-08,East,4.1,203,Medium
2026-06-15,East,3.57,160,Medium
2026-06-22,East,4.75,191,Medium
2026-06-29,East,4.01,191,Medium
2026-07-06,East,4.75,229,Medium
2026-07-13,East,4.1,180,Medium
2026-07-20,East,3.84,203,Medium
2026-07-27,East,4.51,214,Medium
2026-08-03,East,4.19,163,Medium
2026-08-10,East,4.91,200,Medium
